Time,Location,SerialNumber,Level,Temperature,Conductivity,Compensated Level,LS Barometer
"Mar 1, 2026, 6:00:58 PM",Blackwater,1094251,12.3115,8.336,10082.7998,1.8100348306589453,102.984
"Mar 1, 2026, 6:00:47 PM",Blackwater,1094201,12.1732,7.24,3748.6001,1.678159054865311,102.921
"Mar 1, 2026, 6:00:18 PM",,1094252,11.9402,8.90845,7207.79004,1.5222497453417154,102.165
"Mar 1, 2026, 5:00:58 PM",,1094251,12.307299999999998,8.331,10086.59961,1.810729477673318,102.936
"Mar 1, 2026, 5:00:58 PM",Blackwater,1094251,12.307299999999998,8.331,10086.59961,1.810729477673318,102.936
"Mar 1, 2026, 5:00:47 PM",Blackwater,1094201,12.1634,7.235,3750.80005,1.6764148280764701,102.842
"Mar 1, 2026, 5:00:18 PM",,1094252,11.9385,8.9079,7210.27002,1.520447773528915,102.166
"Mar 1, 2026, 4:00:58 PM",,1094251,12.299099999999997,8.32699,10083.90039,1.8108911663228748,102.854
"Mar 1, 2026, 4:00:58 PM",Blackwater,1094251,12.299099999999997,8.32699,10083.90039,1.8108911663228748,102.854
"Mar 1, 2026, 4:00:47 PM",Blackwater,1094201,12.152199999999999,7.232,3747.3999,1.6769415865484099,102.727
"Mar 1, 2026, 4:00:18 PM",,1094252,11.9336,8.90675,7213.97998,1.5199325614792922,102.123
"Mar 1, 2026, 3:00:58 PM",,1094251,12.287800000000002,8.319,10078.7002,1.8110120093564195,102.742
"Mar 1, 2026, 3:00:58 PM",Blackwater,1094251,12.287800000000002,8.319,10078.7002,1.8110120093564195,102.742
"Mar 1, 2026, 3:00:47 PM",Blackwater,1094201,12.140499999999998,7.227,3746,1.6790077812763375,102.592
"Mar 1, 2026, 3:00:18 PM",,1094252,11.9223,8.90415,7194.81006,1.5229086152712195,101.983
"Mar 1, 2026, 2:00:58 PM",Blackwater,1094251,12.2739,8.317,10082.7002,1.811592006773944,102.6
"Mar 1, 2026, 2:00:58 PM",,1094251,12.2739,8.317,10082.7002,1.811592006773944,102.6
"Mar 1, 2026, 2:00:47 PM",Blackwater,1094201,12.1298,7.224,3751,1.6832976377578617,102.445
"Mar 1, 2026, 2:00:18 PM",,1094252,11.9142,8.90233,7209.8501,1.5259235428663611,101.874
"Mar 1, 2026, 1:00:58 PM",,1094251,12.2592,8.317,10075.09961,1.812085806881065,102.451
"Mar 1, 2026, 1:00:58 PM",Blackwater,1094251,12.2592,8.317,10075.09961,1.812085806881065,102.451
"Mar 1, 2026, 1:00:47 PM",Blackwater,1094201,12.1219,7.222,3749,1.6868184807914035,102.333
"Mar 1, 2026, 1:00:18 PM",,1094252,11.907,8.90211,7187.08008,1.5297364986487052,101.766
"Mar 1, 2026, 12:00:58 PM",Blackwater,1094251,12.249,8.307,10071.09961,1.8126948190378094,102.345
"Mar 1, 2026, 12:00:58 PM",,1094251,12.249,8.307,10071.09961,1.8126948190378094,102.345
"Mar 1, 2026, 12:00:47 PM",Blackwater,1094201,12.116499999999998,7.216,3753.3999,1.6888624231257634,102.26
"Mar 1, 2026, 12:00:18 PM",,1094252,11.8963,8.89968,7194.41992,1.5350460732582243,101.609
"Mar 1, 2026, 11:00:58 AM",Blackwater,1094251,12.241399999999999,8.298,10078.2002,1.812844676810569,102.269
"Mar 1, 2026, 11:00:58 AM",,1094251,12.241399999999999,8.298,10078.2002,1.812844676810569,102.269
"Mar 1, 2026, 11:00:47 AM",Blackwater,1094201,12.1122,7.214,3748.19995,1.6908846755193319,102.198
"Mar 1, 2026, 11:00:18 AM",,1094252,11.8929,8.9003,7209.02002,1.537560438,101.551
"Mar 1, 2026, 10:00:58 AM",Blackwater,1094251,12.2355,8.29399,10067.90039,1.812961014,102.21
"Mar 1, 2026, 10:00:58 AM",,1094251,12.2355,8.29399,10067.90039,1.812961014,102.21
"Mar 1, 2026, 10:00:47 AM",Blackwater,1094201,12.109100000000002,7.203,3746.5,1.6932911534105042,102.144
"Mar 1, 2026, 10:00:18 AM",,1094252,11.895300000000002,8.89766,7208.83984,1.5364933967654122,101.585
"Mar 1, 2026, 9:00:58 AM",,1094251,12.2303,8.333,10084.5,1.8136753789081086,102.152
"Mar 1, 2026, 9:00:58 AM",Blackwater,1094251,12.2303,8.333,10084.5,1.8136753789081086,102.152
"Mar 1, 2026, 9:00:47 AM",Blackwater,1094201,12.1069,7.2,3750.30005,1.689459604405713,102.16
"Mar 1, 2026, 9:00:18 AM",,1094252,11.8901,8.89977,7214.31982,1.539043254538171,101.509
"Mar 1, 2026, 8:00:58 AM",,1094251,12.2341,8.264,10060.90039,1.813702421834528,102.189
"Mar 1, 2026, 8:00:58 AM",Blackwater,1094251,12.2341,8.264,10060.90039,1.813702421834528,102.189
"Mar 1, 2026, 8:00:47 AM",Blackwater,1094201,12.1026,7.196,3744.19995,1.6849556607801133,102.162
"Mar 1, 2026, 8:00:18 AM",,1094252,11.8966,8.89863,7194.22998,1.538303255829406,101.58
"Mar 1, 2026, 7:00:58 AM",,1094251,12.2344,8.28,10070.59961,1.8146142527113245,102.183
"Mar 1, 2026, 7:00:58 AM",Blackwater,1094251,12.2344,8.28,10070.59961,1.8146142527113245,102.183
"Mar 1, 2026, 7:00:47 AM",Blackwater,1094201,12.0951,7.193,3749.3999,1.6830641104840849,102.107
"Mar 1, 2026, 7:00:18 AM",,1094252,11.9014,8.89855,7191.02979,1.536781003435841,101.642
"Mar 1, 2026, 6:00:58 AM",,1094251,12.229999999999999,8.29599,10069.5,1.8143950970361025,102.142
"Mar 1, 2026, 6:00:58 AM",Blackwater,1094251,12.229999999999999,8.29599,10069.5,1.8143950970361025,102.142
"Mar 1, 2026, 6:00:47 AM",Blackwater,1094201,12.0841,7.194,3745.30005,1.6863401642760107,101.967
"Mar 1, 2026, 6:00:18 AM",,1094252,11.9033,8.8978,7208.7998,1.537151426243848,101.657
"Mar 1, 2026, 5:00:58 AM",,1094251,12.2155,8.284,10072.90039,1.8143750944536288,102
"Mar 1, 2026, 5:00:58 AM",Blackwater,1094251,12.2155,8.284,10072.90039,1.8143750944536288,102
"Mar 1, 2026, 5:00:47 AM",Blackwater,1094201,12.0767,7.193,3744.1001,1.6869959374871704,101.888
"Mar 1, 2026, 5:00:18 AM",,1094252,11.9053,8.89789,7187.72998,1.536194243672663,101.686
"Mar 1, 2026, 4:00:58 AM",Blackwater,1094251,12.2057,8.272,10069.2002,1.8149762193591745,101.898
"Mar 1, 2026, 4:00:58 AM",,1094251,12.2057,8.272,10069.2002,1.8149762193591745,101.898
"Mar 1, 2026, 4:00:47 AM",Blackwater,1094201,12.0711,7.191,3744.6001,1.6924088932695105,101.78
"Mar 1, 2026, 4:00:18 AM",,1094252,11.908,8.89766,7202.8501,1.5355291738502803,101.719
"Mar 1, 2026, 3:00:58 AM",,1094251,12.1927,8.262,10061.2998,1.8150286113975085,101.77
"Mar 1, 2026, 3:00:58 AM",Blackwater,1094251,12.1927,8.262,10061.2998,1.8150286113975085,101.77
"Mar 1, 2026, 3:00:47 AM",Blackwater,1094201,12.0673,7.19,3745,1.7039046651894338,101.63
"Mar 1, 2026, 3:00:18 AM",,1094252,11.908599999999998,8.89678,7194.39014,1.536639032914276,101.714
"Mar 1, 2026, 2:00:58 AM",,1094251,12.1785,8.25599,10063.2002,1.8151046651894347,101.63
"Mar 1, 2026, 2:00:58 AM",Blackwater,1094251,12.1785,8.25599,10063.2002,1.8151046651894347,101.63
"Mar 1, 2026, 2:00:47 AM",Blackwater,1094201,12.067000000000002,7.191,3747.69995,1.707683537701413,101.59
"Mar 1, 2026, 2:00:18 AM",,1094252,11.907099999999998,8.89883,7200.9502,1.5367705819190691,101.698
"Mar 1, 2026, 1:00:58 AM",Blackwater,1094251,12.1736,8.277,10062.40039,1.8152012840166085,101.581
"Mar 1, 2026, 1:00:58 AM",,1094251,12.1736,8.277,10062.40039,1.8152012840166085,101.581
"Mar 1, 2026, 1:00:47 AM",Blackwater,1094201,12.0693,7.195,3744.5,1.7083519886966216,101.606
"Mar 1, 2026, 1:00:18 AM",,1094252,11.9055,8.89635,7211.24023,1.537821849051856,101.672
"Mar 1, 2026, 12:00:58 AM",Blackwater,1094251,12.176499999999999,8.287,10072.09961,1.8156539605094202,101.605
"Mar 1, 2026, 12:00:58 AM",,1094251,12.176499999999999,8.287,10072.09961,1.8156539605094202,101.605
"Mar 1, 2026, 12:00:47 AM",Blackwater,1094201,12.07,7.19,3747.30005,1.7129269175830026,101.568
"Mar 1, 2026, 12:00:18 AM",,1094252,11.904,8.89703,7199.75,1.5378514262438485,101.657
"Feb 28, 2026, 11:00:58 PM",Blackwater,1094251,12.1701,8.255,10064.40039,1.8159841001541863,101.539
"Feb 28, 2026, 11:00:58 PM",,1094251,12.1701,8.255,10064.40039,1.8159841001541863,101.539
"Feb 28, 2026, 11:00:47 PM",Blackwater,1094201,12.073400000000001,7.198,3745.1001,1.711432270568627,101.616
"Feb 28, 2026, 11:00:18 PM",,1094252,11.8996,8.89598,7215.66016,1.5401815658886129,101.591
"Feb 28, 2026, 10:00:58 PM",Blackwater,1094251,12.1761,8.251,10050.40039,1.815763819573418,101.6
"Feb 28, 2026, 10:00:58 PM",,1094251,12.1761,8.251,10050.40039,1.815763819573418,101.6
"Feb 28, 2026, 10:00:47 PM",Blackwater,1094201,12.0762,7.194,3748.69995,1.7083179054262567,101.674
"Feb 28, 2026, 10:00:18 PM",,1094252,11.8993,8.89661,7209.33984,1.5417170585190048,101.573
"Feb 28, 2026, 9:00:58 PM",Blackwater,1094251,12.182699999999999,8.244,10053.90039,1.8159395953670507,101.663
"Feb 28, 2026, 9:00:58 PM",,1094251,12.182699999999999,8.244,10053.90039,1.8159395953670507,101.663
"Feb 28, 2026, 9:00:47 PM",Blackwater,1094201,12.0775,7.194,3748.30005,1.707170581919071,101.698
"Feb 28, 2026, 9:00:18 PM",,1094252,11.904,8.89606,7201.89014,1.5426441014454233,101.61
"Feb 28, 2026, 8:00:58 PM",,1094251,12.1849,8.24899,10058.7002,1.815590300047064,101.688
"Feb 28, 2026, 8:00:58 PM",Blackwater,1094251,12.1849,8.24899,10058.7002,1.815590300047064,101.688
"Feb 28, 2026, 8:00:47 PM",Blackwater,1094201,12.078400000000002,7.192,3754.19995,1.7058272020374816,101.72
"Feb 28, 2026, 8:00:18 PM",,1094252,11.908099999999997,8.89865,7217.66992,1.5435829752486367,101.641
"Feb 28, 2026, 7:00:58 PM",,1094251,12.1877,8.24899,10058.7002,1.8159429765398758,101.712
"Feb 28, 2026, 7:00:58 PM",Blackwater,1094251,12.1877,8.24899,10058.7002,1.8159429765398758,101.712
"Feb 28, 2026, 7:00:47 PM",Blackwater,1094201,12.079,7.185,3750.19995,1.7030621322150985,101.753
"Feb 28, 2026, 7:00:18 PM",,1094252,11.9158,8.89783,7202.91992,1.543023258411882,101.722
"Feb 28, 2026, 6:00:58 PM",Blackwater,1094251,12.1913,8.24199,10049,1.8159739630918939,101.747
"Feb 28, 2026, 6:00:58 PM",,1094251,12.1913,8.24199,10049,1.8159739630918939,101.747
"Feb 28, 2026, 6:00:47 PM",Blackwater,1094201,12.078400000000002,7.177,3751.8999,1.7029719912790964,101.748
"Feb 28, 2026, 6:00:18 PM",,1094252,11.9237,8.89809,7187.49023,1.5409300207575336,101.82
"Feb 28, 2026, 5:00:58 PM",Blackwater,1094251,12.1912,8.246,10050.90039,1.8163838221558926,101.742
"Feb 28, 2026, 5:00:58 PM",,1094251,12.1912,8.246,10050.90039,1.8163838221558926,101.742
"Feb 28, 2026, 5:00:47 PM",Blackwater,1094201,12.078,7.173,3746.69995,1.7049173429734834,101.725
"Feb 28, 2026, 5:00:18 PM",,1094252,11.93,8.89919,7197.1499,1.5375426985415832,101.915
"Feb 28, 2026, 4:00:58 PM",,1094251,12.189,8.283,10060.7998,1.8164272020374805,101.72
"Feb 28, 2026, 4:00:58 PM",Blackwater,1094251,12.189,8.283,10060.7998,1.8164272020374805,101.72
"Feb 28, 2026, 4:00:47 PM",Blackwater,1094201,12.0768,7.173,3746.30005,1.7067764973574682,101.695
"Feb 28, 2026, 4:00:18 PM",,1094252,11.933399999999999,8.90019,7211.95996,1.5346204461480153,101.977
"Feb 28, 2026, 3:00:58 PM",,1094251,12.186900000000001,8.26099,10058.5,1.8168764973574687,101.695
"Feb 28, 2026, 3:00:58 PM",Blackwater,1094251,12.186900000000001,8.26099,10058.5,1.8168764973574687,101.695
"Feb 28, 2026, 3:00:47 PM",Blackwater,1094201,12.076900000000002,7.164,3747.8999,1.7105474826182498,101.659
"Feb 28, 2026, 3:00:18 PM",,1094252,11.933,8.8978,7209.50977,1.534628333399214,101.973
"Feb 28, 2026, 2:00:58 PM",Blackwater,1094251,12.1832,8.229,10047.59961,1.817255369869447,101.655
"Feb 28, 2026, 2:00:58 PM",,1094251,12.1832,8.229,10047.59961,1.817255369869447,101.655
"Feb 28, 2026, 2:00:47 PM",Blackwater,1094201,12.0775,7.163,3750.6001,1.7147164960662318,101.624
"Feb 28, 2026, 2:00:18 PM",,1094252,11.9317,8.89746,7208.47998,1.5367953750343972,101.939
"Feb 28, 2026, 1:00:58 PM",,1094251,12.179699999999999,8.265,10057.7998,1.8178342423814249,101.615
"Feb 28, 2026, 1:00:58 PM",Blackwater,1094251,12.179699999999999,8.265,10057.7998,1.8178342423814249,101.615
"Feb 28, 2026, 1:00:47 PM",Blackwater,1094201,12.0802,7.153,3749.3999,1.7191500168838216,101.607
"Feb 28, 2026, 1:00:18 PM",,1094252,11.9325,8.89766,7188.1499,1.5362697414680024,101.952
"Feb 28, 2026, 12:00:58 PM",,1094251,12.1774,8.243,10052.40039,1.8173697350118172,101.597
"Feb 28, 2026, 12:00:58 PM",Blackwater,1094251,12.1774,8.243,10052.40039,1.8173697350118172,101.597
"Feb 28, 2026, 12:00:47 PM",Blackwater,1094201,12.085,7.148,3750.19995,1.7201770598102402,101.644
"Feb 28, 2026, 12:00:18 PM",,1094252,11.9326,8.89729,7215.04004,1.537083544157601,101.945
"Feb 28, 2026, 11:00:58 AM",Blackwater,1094251,12.1814,8.212,10047.09961,1.8178007215638337,101.632
"Feb 28, 2026, 11:00:58 AM",,1094251,12.1814,8.212,10047.09961,1.8178007215638337,101.632
"Feb 28, 2026, 11:00:47 AM",Blackwater,1094201,12.0906,7.146,3749.19995,1.7208824127958675,101.692
"Feb 28, 2026, 11:00:18 AM",,1094252,11.9337,8.89898,7216.00977,1.5361441079016098,101.965
"Feb 28, 2026, 10:00:58 AM",Blackwater,1094251,12.1875,8.271,10062.2998,1.8184962154854618,101.685
"Feb 28, 2026, 10:00:58 AM",,1094251,12.1875,8.271,10062.2998,1.8184962154854618,101.685
"Feb 28, 2026, 10:00:47 AM",Blackwater,1094201,12.0963,7.138,3748.30005,1.7198522731511008,101.758
"Feb 28, 2026, 10:00:18 AM",,1094252,11.933900000000001,8.89911,7198.74023,1.5363441079016098,101.965
"Feb 28, 2026, 9:00:58 AM",Blackwater,1094251,12.195100000000002,8.20899,10042.59961,1.818856216776701,101.756
"Feb 28, 2026, 9:00:58 AM",,1094251,12.195100000000002,8.20899,10042.59961,1.818856216776701,101.756
"Feb 28, 2026, 9:00:47 AM",Blackwater,1094201,12.1023,7.13,3744,1.716980725437546,101.845
"Feb 28, 2026, 9:00:18 AM",,1094252,11.932200000000002,8.89641,7220.22021,1.5386210086007894,101.926
"Feb 28, 2026, 8:00:58 AM",,1094251,12.2034,8.215,10041.2002,1.8182846690631453,101.843
"Feb 28, 2026, 8:00:58 AM",Blackwater,1094251,12.2034,8.215,10041.2002,1.8182846690631453,101.843
"Feb 28, 2026, 8:00:47 AM",Blackwater,1094201,12.1062,7.125,3738.19995,1.7105815723447995,101.946
"Feb 28, 2026, 8:00:18 AM",,1094252,11.933399999999999,8.89962,7222.1001,1.5393111495367922,101.931
"Feb 28, 2026, 7:00:58 AM",,1094251,12.2145,8.234,10041.7002,1.8187796005319985,101.947
"Feb 28, 2026, 7:00:58 AM",Blackwater,1094251,12.2145,8.234,10041.7002,1.8187796005319985,101.947
"Feb 28, 2026, 7:00:47 AM",Blackwater,1094201,12.107799999999997,7.12,3736.8999,1.7057573481384303,102.009
"Feb 28, 2026, 7:00:18 AM",,1094252,11.935,8.89742,7198.12988,1.5375460797144105,101.964
"Feb 28, 2026, 6:00:58 AM",Blackwater,1094251,12.2204,8.226,10046.2002,1.818765235389632,102.005
"Feb 28, 2026, 6:00:58 AM",,1094251,12.2204,8.226,10046.2002,1.818765235389632,102.005
"Feb 28, 2026, 6:00:47 AM",Blackwater,1094201,12.1073,7.114,3742.6001,1.7060731226408286,102.001
"Feb 28, 2026, 6:00:18 AM",,1094252,11.936099999999998,8.89678,7221.12012,1.5360967843944209,101.989
"Feb 28, 2026, 5:00:58 AM",Blackwater,1094251,12.2188,8.227,10043.2998,1.8188987562072205,101.988
"Feb 28, 2026, 5:00:58 AM",,1094251,12.2188,8.227,10043.2998,1.8188987562072205,101.988
"Feb 28, 2026, 5:00:47 AM",Blackwater,1094201,12.106599999999998,7.116,3743.6001,1.7090441079016083,101.965
"Feb 28, 2026, 5:00:18 AM",,1094252,11.935900000000002,8.89766,7207,1.5373243897736166,101.975
"Feb 28, 2026, 4:00:58 AM",Blackwater,1094251,12.2165,8.233,10046.2002,1.8184342488376128,101.97
"Feb 28, 2026, 4:00:58 AM",,1094251,12.2165,8.233,10046.2002,1.8184342488376128,101.97
"Feb 28, 2026, 4:00:47 AM",Blackwater,1094201,12.1068,7.112,3741.69995,1.7091421360888102,101.966
"Feb 28, 2026, 4:00:18 AM",,1094252,11.938600000000001,8.8994,7220.06982,1.535027770946441,102.024
"Feb 28, 2026, 3:00:58 AM",,1094251,12.2168,8.206,10040.7002,1.8183263615864118,101.974
"Feb 28, 2026, 3:00:58 AM",Blackwater,1094251,12.2168,8.206,10040.7002,1.8183263615864118,101.974
"Feb 28, 2026, 3:00:47 AM",Blackwater,1094201,12.107600000000001,7.119,3739.8999,1.711369741468004,101.952
"Feb 28, 2026, 3:00:18 AM",,1094252,11.938,8.89835,7205.87012,1.5345297427592408,102.023
"Feb 28, 2026, 2:00:58 AM",Blackwater,1094251,12.216899999999999,8.219,10039.2002,1.818630305212014,101.972
"Feb 28, 2026, 2:00:58 AM",,1094251,12.216899999999999,8.219,10039.2002,1.818630305212014,101.972
"Feb 28, 2026, 2:00:47 AM",Blackwater,1094201,12.1082,7.116,3741.30005,1.7092165025224175,101.979
"Feb 28, 2026, 2:00:18 AM",,1094252,11.9372,8.89732,7205.27979,1.5343415736360384,102.017
"Feb 28, 2026, 1:00:58 AM",Blackwater,1094251,12.219400000000002,8.217,10037.90039,1.8190908689560243,101.992
"Feb 28, 2026, 1:00:58 AM",,1094251,12.219400000000002,8.217,10037.90039,1.8190908689560243,101.992
"Feb 28, 2026, 1:00:47 AM",Blackwater,1094201,12.1088,7.12,3736.8999,1.709816502522417,101.979
"Feb 28, 2026, 1:00:18 AM",,1094252,11.9332,8.89737,7205.99023,1.5363579105912064,101.958
"Feb 28, 2026, 12:00:58 AM",,1094251,12.2189,8.207,10033.90039,1.819406643,101.984
"Feb 28, 2026, 12:00:58 AM",Blackwater,1094251,12.2189,8.207,10033.90039,1.819406643,101.984
"Feb 28, 2026, 12:00:47 AM",Blackwater,1094201,12.1087,7.121,3735.19995,1.7149170649751913,101.928
"Feb 28, 2026, 12:00:18 AM",,1094252,11.9313,8.89548,7200.56006,1.5359874877831992,101.943
"Feb 27, 2026, 11:00:58 PM",,1094251,12.215099999999998,8.229,10040.2002,1.8203993186599943,101.937
"Feb 27, 2026, 11:00:58 PM",Blackwater,1094251,12.215099999999998,8.229,10040.2002,1.8203993186599943,101.937
"Feb 27, 2026, 11:00:47 PM",Blackwater,1094201,12.1107,7.125,3745.6001,1.7123283333992132,101.973
"Feb 27, 2026, 11:00:18 PM",,1094252,11.9288,8.89873,7203.02002,1.5377703039207775,101.901
"Feb 27, 2026, 10:00:58 PM",Blackwater,1094251,12.219400000000002,8.206,10032.90039,1.8198046716456215,101.985
"Feb 27, 2026, 10:00:58 PM",,1094251,12.219400000000002,8.206,10032.90039,1.8198046716456215,101.985
"Feb 27, 2026, 10:00:47 PM",Blackwater,1094201,12.1117,7.138,3743.6001,1.7125125588968197,101.981
"Feb 27, 2026, 10:00:18 PM",,1094252,11.929200000000002,8.89555,7211.2998,1.537762416669579,101.905
"Feb 27, 2026, 9:00:58 PM",Blackwater,1094251,12.2205,8.204,10034.7002,1.8202928407688226,101.991
"Feb 27, 2026, 9:00:58 PM",,1094251,12.2205,8.204,10034.7002,1.8202928407688226,101.991
"Feb 27, 2026, 9:00:47 PM",Blackwater,1094201,12.1132,7.133,3746.69995,1.7106474890744368,102.014
"Feb 27, 2026, 9:00:18 PM",,1094252,11.9271,8.89717,7210.41992,1.5389255146791592,101.873
"Feb 27, 2026, 8:00:58 PM",Blackwater,1094251,12.2223,8.227,10034.7998,1.8200534045128347,102.011
"Feb 27, 2026, 8:00:58 PM",,1094251,12.2223,8.227,10034.7998,1.8200534045128347,102.011
"Feb 27, 2026, 8:00:47 PM",Blackwater,1094201,12.1131,7.129,3749.6001,1.7108534045128347,102.011
"Feb 27, 2026, 8:00:18 PM",,1094252,11.9259,8.89507,7198.97021,1.5406826972503471,101.844
